day,L=1|z_min=0.0,L=1|z_min=0.5,L=3|z_min=0.0,L=3|z_min=0.5
2024-03-06,0.0,0.0,0.0,0.0
2024-03-07,0.0,0.0,0.0,0.0
2024-03-08,0.0,0.0,0.0,0.0
2024-03-09,0.0,0.0,0.0,0.0
2024-03-10,0.0,0.0,0.0,0.0
2024-03-11,0.0,0.0,0.0,0.0
2024-03-12,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0
2024-03-14,0.0,0.0,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0
2024-03-16,0.0,0.0,0.0,0.0
2024-03-17,0.0,0.0,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0
2024-03-19,0.0,0.0,0.0,0.0
2024-03-20,0.0,0.0,0.0,0.0
2024-03-21,0.0,0.0,0.0,0.0
2024-03-22,0.0,0.0,0.0,0.0
2024-03-23,0.0,0.0,0.0,0.0
2024-03-24,0.0,0.0,0.0,0.0
2024-03-25,0.0,0.0,0.0,0.0
2024-03-26,0.0,0.0,0.0,0.0
2024-03-27,0.0,0.0,0.0,0.0
2024-03-28,0.0,0.0,0.0,0.0
2024-03-29,0.0,0.0,0.0,0.0
2024-03-30,0.0,0.0,0.0,0.0
2024-03-31,0.00689396719644643,0.0,0.0,0.0
2024-04-01,-9.008431737752984e-05,0.0,0.0,0.0
2024-04-02,-0.014113798356451391,-0.014113798356451391,-0.014113798356451391,0.0
2024-04-03,0.0018851444824738053,0.0018851444824738053,0.0018851444824738053,0.0017956152822904315
2024-04-04,-9.18562961088086e-05,-9.18562961088086e-05,0.004769087157369991,0.004769087157369991
2024-04-05,0.0,0.0,-0.0015518147044356152,-0.0015518147044356152
2024-04-06,0.002839060248124664,0.0,-9.315374302250142e-05,-9.315374302250142e-05
2024-04-07,-9.276541786520332e-05,0.0,0.0,0.0
2024-04-08,0.0,0.0,0.007519507456231963,0.0
2024-04-09,0.0,0.0,-9.273757195470332e-05,0.0
2024-04-10,0.003572089751138186,0.003572089751138186,0.004780582488525585,0.0
2024-04-11,-9.181972819695748e-05,-9.181972819695748e-05,-9.181972819695748e-05,0.0
2024-04-12,-0.013434219102668288,0.0,-0.013434219102668288,-0.013434219102668288
2024-04-13,-0.013623098950729263,-0.013713259096856641,-0.013623098950729263,-0.013623098950729263
2024-04-14,0.008256443464883354,0.008256443464883354,0.008256443464883354,0.008256443464883354
2024-04-15,-8.837753856223777e-05,-8.837753856223777e-05,-0.005628299776367574,-0.005628299776367574
2024-04-16,-0.00012316351499313134,-0.00012316351499313134,-3.4814495719381175e-05,-3.4814495719381175e-05
2024-04-17,-0.00726064844109257,-8.860677063174937e-05,-0.00883600390931739,-8.860677063174937e-05
2024-04-18,0.0075370582763281705,0.007527523075806336,0.0075370582763281705,0.007527523075806336
2024-04-19,-9.803693451537971e-05,-9.803693451537971e-05,0.0003456901646425138,-9.803693451537971e-05
2024-04-20,0.008998208573620936,0.0,0.006983693555783219,0.0
2024-04-21,-0.00011260857292122927,0.0,-0.00011260857292122927,0.0
2024-04-22,0.006333329753852164,0.0,0.0,0.0
2024-04-23,-0.00011354750117562902,0.0,0.0,0.0
2024-04-24,-0.009856436372398964,0.0,0.0,0.0
2024-04-25,0.0011278183221820688,0.0011278140867336192,0.0011278140867336192,0.0009154987479347788
2024-04-26,-0.0035202911965888355,-0.00012050795054996187,-0.0028732150756138634,-0.003402157798795822
2024-04-27,0.005001681890037173,-0.0017268298234953473,0.0051200934389272435,0.005001681890037173
2024-04-28,-0.0017045941714019176,-0.00012022979945290554,-0.0017045941714019176,-0.0017045941714019176
2024-04-29,-0.0005464378467123646,0.0,0.0035239819761764676,0.0035239819761764676
2024-04-30,-0.019486073392918524,-0.019486073392918524,-0.015399692586925097,-0.00011944252382345035
2024-05-01,-0.008372443436138823,-0.008372443436138823,-0.008372443436138823,-0.008374466404082874
2024-05-02,0.0026794114056333603,0.003782178189271323,0.0026794114056333603,0.0026794114056333603
2024-05-03,-0.0001263086629076994,-0.0001263086629076994,0.016181181901976073,0.016181181901976073
2024-05-04,0.0,0.0,-0.00012519670005163762,-0.00012519670005163762
2024-05-05,0.0,0.0,0.0,0.0
2024-05-06,-0.004072992823646558,0.0,0.0,0.0
2024-05-07,-0.004974535120063288,-0.004975482920130676,-0.004975482920130676,0.0
2024-05-08,-0.004669472331275777,-0.004669472331275777,-0.004669472331275777,-0.004789496979588224
2024-05-09,0.008426856933091694,0.0099902134999983,0.008426856933091694,0.008426856933091694
2024-05-10,-0.00013154786812267526,-0.00013154786812267526,-0.012921705890922664,-0.00013154786812267526
2024-05-11,2.250057132961264e-05,2.250057132961264e-05,0.00014957106611145706,2.250057132961264e-05
2024-05-12,0.0026943471530580508,-0.00012987214823417673,0.0026943471530580508,-0.00012987214823417673
2024-05-13,-0.0001357100301496318,0.0,0.005690091808192932,0.0055543817780433005
2024-05-14,0.0,0.0,-0.00014876278289085052,-0.00014876278289085052
2024-05-15,0.024760503920896626,0.024760503920896626,0.020179908590381015,0.0
2024-05-16,-0.0001572826655663964,-0.0001572826655663964,-0.0001572826655663964,0.0
2024-05-17,0.01355397309670015,0.01355397309670015,0.01763353939970241,0.0
2024-05-18,-0.00014263225900667246,-0.00014263225900667246,-0.00014263225900667246,0.0
2024-05-19,-0.0035307389491044438,0.0,0.0,0.0
2024-05-20,0.04777417105015383,0.06794846607819505,0.0,0.0
2024-05-21,-0.00014078364227750766,-0.00014078364227750766,0.0,0.0
2024-05-22,-0.003585511301433345,-0.003585511301433345,0.0,0.0
2024-05-23,-0.0008909814233424003,-0.00010034949278082104,0.0,0.0
2024-05-24,0.0020011884819550823,0.0020011884819550823,0.0020011884819550823,0.0020011884819550823
2024-05-25,0.0011845486216746257,-0.00010143913447800805,0.0019032304980539456,0.0026219123744332653
2024-05-26,-0.00010135059693469388,0.0,-0.0030719845977839988,-0.00010135059693469388
2024-05-27,0.003301890173017881,0.0,-0.00010156340125060717,0.0
2024-05-28,-0.0001017660270459236,0.0,0.0,0.0
2024-05-29,-0.004146226948648217,0.0,-0.0029855418241605137,0.0
2024-05-30,0.0005968644773132361,-0.0016592220348633497,0.0005007315492575365,0.0
2024-05-31,0.0008103991131719194,-0.00010731935560154636,-0.0012246642394179318,0.0008103991131719194
2024-06-01,0.0005882888538772508,0.0,0.002257661248806178,-0.00010837256919739496
2024-06-02,-0.00010833540143470129,0.0,-0.00010833540143470129,0.0
2024-06-03,-0.0013245954107072204,0.0,0.004108307279263026,0.0
2024-06-04,0.003174027458004062,0.0,-0.00011196080739630234,0.0
2024-06-05,-0.0001117895998487305,0.0,0.0,0.0
2024-06-06,0.0,0.0,0.0,0.0
2024-06-07,-0.008264531675789477,0.0,0.0,0.0
2024-06-08,-6.0009231227584654e-05,-0.0001745852982577123,-0.0001745852982577123,-2.2283487441134022e-05
2024-06-09,-0.00011473477511859191,-0.00011473477511859191,0.0015959437403369153,0.0014830493690784364
2024-06-10,0.0,0.0,-0.0018077887516726571,-0.00011657517897870497
2024-06-11,-0.01170071583638627,0.0,-0.00011655812253919872,0.0
2024-06-12,0.004555375031777719,0.004439151223680763,0.004439151223680763,0.004439151223680763
2024-06-13,-0.00011639049930231115,-0.00011639049930231115,-0.0068228519275907425,-0.007489414490892154
2024-06-14,-0.0014121737603980753,-0.0014121737603980753,-0.0012984151108847949,-0.0014047407616644134
2024-06-15,0.0005849271099714957,-0.00012119164824694264,0.004101429303962389,-0.00012119164824694264
2024-06-16,-0.00012092899031607221,0.0,0.0018422256274385378,0.0018422256274385378
2024-06-17,0.0,0.0,-0.00012397961930978613,-0.00012397961930978613
2024-06-18,-0.004491258747976205,-0.002596181440660079,0.0,0.0
2024-06-19,0.005725015324698031,-0.002627607283715264,0.005600839459910767,0.0
2024-06-20,-0.001151614845455998,-0.00025725655037997454,-0.0048037358123195545,-0.001151614845455998
2024-06-21,-0.0034348627335549697,0.0,-0.007612156149370981,-0.007355646538007384
2024-06-22,0.0007473193467569668,0.0,0.001002711970656277,-0.0002566737728359169
2024-06-23,-0.01431582130246324,0.0,-0.01241592435702376,0.0
2024-06-24,-0.021726985441916865,-0.021729582346530548,-0.021473698371146734,-0.03030497791428884
2024-06-25,0.011639402148792678,0.011639402148792678,0.011639402148792678,0.01138554085951465
2024-06-26,-0.0002538612892780281,-0.0002538612892780281,-0.00674748221049788,-0.00951683035712377
2024-06-27,0.01054058767996141,0.007558424842893811,0.010768084673298945,0.007785921836231344
2024-06-28,-0.00023611328816489885,-0.00023611328816489885,-0.00023611328816489885,-0.00023611328816489885
2024-06-29,0.002064583139212547,0.002064583139212547,0.002064583139212547,0.0
2024-06-30,-0.0002298692864024331,-0.0002298692864024331,-0.0002298692864024331,0.0
2024-07-01,0.0,0.0,0.0,0.0
2024-07-02,0.0,0.0,0.0,0.0
2024-07-03,-0.01868806982994346,0.0,0.0,0.0
2024-07-04,-0.03479477438991292,-0.03501151293399592,-0.03501151293399592,-0.03501151293399592
2024-07-05,-0.009139263971455296,-0.009139263971455296,-0.009139263971455296,-0.009139263971455296
2024-07-06,0.012873070407117215,0.012730480451060342,0.012873070407117215,0.012873070407117215
2024-07-07,-0.00018233056910911777,-0.00018233056910911777,-0.01981455668028552,-0.01981455668028552
2024-07-08,0.00961869968204251,0.00961869968204251,0.009784687594424265,0.012800225201348719
2024-07-09,-0.00017561773769157168,-0.00017561773769157168,-0.00017561773769157168,-0.00017561773769157168
2024-07-10,0.0,0.0,0.0,0.0
2024-07-11,-0.003093471319457871,0.0,0.0,0.0
2024-07-12,0.003998103255632256,0.0,0.0,0.0
2024-07-13,-0.00016773413250543837,0.0,0.0,0.0
2024-07-14,0.0,0.0,0.0,0.0
2024-07-15,0.0,0.0,0.0,0.0
2024-07-16,0.0,0.0,0.0,0.0
2024-07-17,-0.006028404270047197,0.0,0.0,0.0
2024-07-18,0.0015883916015309724,0.0015876913444361894,0.0,0.0
2024-07-19,0.014527633954030388,-0.00014165967956780262,0.011129015095607243,0.0
2024-07-20,-0.00014111782239656343,0.0,-0.00014111782239656343,0.0
2024-07-21,0.0,0.0,0.0,0.0
2024-07-22,0.0,0.0,0.0,0.0
2024-07-23,-0.0021101539134955587,0.0040993802381624565,0.0040993802381624565,0.0
2024-07-24,-0.003292140625009177,-0.003430884316869765,-0.009232955927417562,-0.003292140625009177
2024-07-25,-0.0076567045646839076,-0.017511871985432206,-0.0075156100605420235,-0.0076567045646839076
2024-07-26,0.01078514588573028,0.010923311674148579,0.01104945213173883,0.01104945213173883
2024-07-27,-0.00014042960577419114,-0.00014042960577419114,-0.0028163503259121393,-0.0028163503259121393
2024-07-28,0.001699453546450206,0.0,0.002005113917724261,0.002005113917724261
2024-07-29,-0.0001380695044304143,0.0,-0.0001380695044304143,-0.0001380695044304143
2024-07-30,-0.003281894270744025,-0.003281894270744025,-0.003281894270744025,-0.003281894270744025
2024-07-31,-0.00681249193848559,-0.00013971559595183454,-0.008268304676303961,-0.008268304676303961
2024-08-01,0.0002595362507206779,0.00012008689058613597,0.00011998533124976833,0.0038281375331432397
2024-08-02,-0.024009009837751352,-0.00013955091947090957,-0.022489533519666954,-0.022625925610144072
2024-08-03,-0.008745012500640213,-0.008765235771542895,-0.008622526023078194,-0.008622526023078194
2024-08-04,-0.02086751950311971,-0.026716093043678838,-0.02086751950311971,-0.02086751950311971
2024-08-05,-0.03103243172584772,-0.031174947792048997,-0.03103243172584772,-0.03103243172584772
2024-08-06,0.009355941028076858,0.009355941028076858,0.009355941028076858,0.009355941028076858
2024-08-07,-0.0001387815442953626,-0.0001387815442953626,-0.009608135371118445,-0.009608135371118445
2024-08-08,0.0392423864022322,0.0392423864022322,0.03936058447989322,0.03936058447989322
2024-08-09,-0.00011914082621431024,-0.00011914082621431024,-0.00011914082621431024,-0.00011914082621431024
2024-08-10,0.0005396877945326865,0.0005396877945326865,0.0,0.0
2024-08-11,-9.02999207450181e-05,-9.02999207450181e-05,0.0,0.0
2024-08-12,0.008457579957089999,0.008457579957089999,0.008457579957089999,0.008457579957089999
2024-08-13,-9.033627559920272e-05,-9.033627559920272e-05,0.0045801080915270805,0.0045801080915270805
2024-08-14,-0.003692395161691542,0.0,-0.0073966295253127265,-9.045388333864315e-05
2024-08-15,-0.006416516311395747,-0.0046409810651892,-0.004546924377091683,0.0
2024-08-16,0.0038033833551660034,0.0037094335734072087,0.0037094335734072087,0.0037096919355253987
2024-08-17,-9.394978175879471e-05,-9.394978175879471e-05,0.002193738362671158,0.002193738362671158
2024-08-18,0.0,0.0,-0.00031246462825744616,-9.356894665211922e-05
2024-08-19,0.004017938801509525,0.004017938801509525,-9.469661449474022e-05,0.0
2024-08-20,-9.456742186839146e-05,-9.456742186839146e-05,0.0,0.0
2024-08-21,0.006849630461659999,0.005208953322737932,0.006849630461659999,0.0
2024-08-22,-9.459413863562984e-05,-9.459413863562984e-05,-9.459413863562984e-05,0.0
2024-08-23,0.014140031820940062,0.0,0.0,0.0
2024-08-24,-9.35425768075476e-05,0.0,0.0,0.0
2024-08-25,0.0,0.0,0.0,0.0
2024-08-26,-0.005538865420211645,0.0,0.0,0.0
2024-08-27,-0.015849200048842618,-0.015849280913946395,-0.015849280913946395,0.0
2024-08-28,0.002591821875302675,0.002591821875302675,0.002591821875302675,0.002501333317158854
2024-08-29,0.00107120797657738,-9.086127578303104e-05,0.0005298212181214379,0.0005298212181214379
2024-08-30,-8.694543563928975e-05,0.0,-0.0004896707668337666,-0.0004896707668337666
2024-08-31,-0.0006661647828052926,0.0,-0.0006661647828052926,-8.684331787195054e-05
2024-09-01,-0.007220172747230105,0.0,-8.682571134028456e-05,0.0
2024-09-02,0.008867842325130654,0.008777715498331605,0.008777715498331605,0.0071999194632502775
2024-09-03,-9.046705596825556e-05,-9.046705596825556e-05,-9.046705596825556e-05,-9.046705596825556e-05
2024-09-04,0.0022828693955387726,0.0022828693955387726,0.0022828693955387726,0.0
2024-09-05,-0.00010033063933460418,-0.00010033063933460418,-0.00010033063933460418,0.0
2024-09-06,-0.012726018434818012,-0.012726018434818012,-0.012726018434818012,-0.012726018434818012
2024-09-07,0.004394737932432755,0.004394737932432755,0.004394737932432755,0.004394737932432755
2024-09-08,-0.00013747755896132037,-0.00013747755896132037,0.003842332474223344,0.003842332474223344
2024-09-09,0.0,0.0,0.010928077055357695,-0.00013150282273039713
2024-09-10,0.0,0.0,-0.00013074449609784002,0.0
2024-09-11,0.0,0.0,0.0,0.0
2024-09-12,0.0036863867281384283,0.0,0.0,0.0
2024-09-13,-0.00013274491305832373,0.0,0.0,0.0
2024-09-14,0.0,0.0,0.0,0.0
2024-09-15,-0.00944403909659299,0.0,0.0,0.0
2024-09-16,-0.004001167780764469,-0.002997602729021959,-0.002997602729021959,0.0
2024-09-17,0.00903594789713018,0.011364100167852604,0.008906159382045078,0.008908207262902649
2024-09-18,-0.0001297885150851021,-0.0001297885150851021,0.004472664811636525,-0.0001297885150851021
2024-09-19,0.0,0.0,-0.00013018658404701034,0.0
2024-09-20,0.0,0.0,0.0,0.0
2024-09-21,0.0,0.0,0.0,0.0
2024-09-22,0.0,0.0,0.0,0.0
2024-09-23,0.008478638171390562,0.0,0.0,0.0
2024-09-24,0.004755971286711391,0.0,0.0,0.0
2024-09-25,-0.0001357257614603396,0.0,0.0,0.0
2024-09-26,0.010132941414221443,0.010132941414221443,0.012485785839959294,0.0
2024-09-27,-0.000158867089580581,-0.000158867089580581,-0.000158867089580581,0.0
2024-09-28,0.0,0.0,0.0,0.0
2024-09-29,-0.0027302187177321207,0.0,0.0,0.0
2024-09-30,-0.010728802093354013,0.0,0.0,0.0
2024-10-01,-0.019811764625122737,-0.01611727172133348,-0.01996409644188767,-0.01611727172133348
2024-10-02,-0.007482723079710919,-0.007639116569576774,-0.007482723079710919,-0.007639116569576774
2024-10-03,-0.0008825482360174144,-0.0025198438833152186,-0.0008825482360174144,-0.0008825482360174144
2024-10-04,0.010289376725533678,-0.00015396982724785472,0.00936678403933955,0.00936678403933955
2024-10-05,-0.00015247265693949167,0.0,-0.0002440024741428676,-0.00015247265693949167
2024-10-06,0.005125291006488047,0.0,-0.00015816182829243405,0.0
2024-10-07,-0.00017266956304729146,0.0,0.0,0.0
2024-10-08,0.0011548368440223013,0.0,0.0,0.0
2024-10-09,-0.01127524007955768,0.0,0.0,0.0
2024-10-10,5.230563560226049e-05,5.161463668097805e-05,5.161463668097805e-05,-0.0025639945414477755
2024-10-11,0.015919979212597666,-0.0001798035455708473,0.01287381258382864,0.016090588600330056
2024-10-12,-0.00017520646665161887,0.0,-0.00017520646665161887,-0.00017520646665161887
2024-10-13,0.0,0.0,0.0,0.0
2024-10-14,0.022702166271139638,0.0,0.0,0.0
2024-10-15,-0.00017922192358298125,0.0,0.0,0.0
2024-10-16,0.0003243036357546659,0.0,0.0,0.0
2024-10-17,-0.00016611872105657083,0.0,0.0,0.0
2024-10-18,0.0060944946650532605,0.0,0.0,0.0
2024-10-19,-0.0001713147601417254,0.0,0.0,0.0
2024-10-20,0.00399411490505831,0.0,0.0,0.0
2024-10-21,-0.00017753464921496296,0.0,0.0,0.0
2024-10-22,-0.003864095132265945,-0.003864095132265945,-6.208425258794628e-05,0.0
2024-10-23,-0.016147195646226898,-0.000175035429234992,-0.004911480029595182,0.0
2024-10-24,0.005525979051313137,0.00164262596473567,0.005525979051313137,0.00552619617249701
2024-10-25,-0.00016950190752737496,-0.00016950190752737496,-0.01616787840458661,-0.01616787840458661
2024-10-26,0.004735550840913755,0.004735550840913755,0.004738827323896768,0.007267029297329427
2024-10-27,-0.0001722023495410266,-0.0001722023495410266,0.003973192969648367,-0.0001722023495410266
2024-10-28,0.0,0.0,-0.00016826863329477712,0.0
2024-10-29,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0
2024-10-31,-0.012992980625648347,0.0,0.0,0.0
2024-11-01,-0.0036718110886701165,-0.003676377001704934,-0.0015771384300745954,0.0
2024-11-02,-0.0010861002720633454,-0.00018553700852236762,-0.002227334880142412,-0.002211846693003653
2024-11-03,-0.005313080320423246,0.0,-0.005145321618196035,-0.005145321618196035
2024-11-04,-0.008275297573426214,0.0,-0.008275297573426214,-0.006106216841515031
2024-11-05,0.006809551042377045,0.006639147463037317,0.006809551042377045,0.006638337940373734
2024-11-06,-0.00017121310200331115,-0.00017121310200331115,0.04509900767446092,0.05223147403305818
2024-11-07,0.0,0.0,-0.00016897781212326702,-0.00016897781212326702
2024-11-08,0.0,0.0,0.0,0.0
2024-11-09,0.0,0.0,0.0,0.0
2024-11-10,0.015110100519173806,0.0,0.0,0.0
2024-11-11,-0.00012640847279022396,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.0,0.0
2024-11-13,0.00121914491692476,0.00121914491692476,0.0,0.0
2024-11-14,-0.011730928583566703,-0.011730928583566703,-0.011730928583566703,0.0
2024-11-15,0.007304551592100993,0.007304551592100993,0.007304551592100993,0.007304546860443583
2024-11-16,-0.00011500180989191984,-0.00011500180989191984,0.0036398054630039475,0.0036398054630039475
2024-11-17,-0.0024785461317651013,0.0,-0.0038472750656871105,-0.00011111689445384203
2024-11-18,0.006582012058461968,0.011592347458084204,-0.00011059015627505348,0.0
2024-11-19,-0.00011067298680506397,-0.00011067298680506397,0.005267907248428098,0.0
2024-11-20,-0.0037040151817744013,-0.0037040151817744013,-0.0038143092166963597,0.0
2024-11-21,0.026142540443106738,-0.00011207782020153121,0.026142540443106738,0.0
2024-11-22,-0.00011223365084629017,0.0,-0.00011223365084629017,0.0
2024-11-23,0.005051916081994827,0.0,0.0,0.0
2024-11-24,0.0003116886174742375,0.00042000042899508616,0.0,0.0
2024-11-25,-0.005005073035589185,-0.00011126491231886538,-0.005004915172450507,0.0
2024-11-26,-0.003400241019090574,-0.003400241019090574,-0.003400241019090574,-0.003400241019090574
2024-11-27,0.01902620635927729,0.01902620635927729,0.01902620635927729,0.011391212493193994
2024-11-28,-0.00010947486696241675,-0.00010947486696241675,-0.0008069158600514593,-0.0006982945918307446
2024-11-29,0.0027028122473664695,0.0007363651836213563,-0.00010904806759156572,-0.00010904806759156572
2024-11-30,-0.00010321164931154924,-0.00010321164931154924,0.0,0.0
2024-12-01,0.001969702161710891,0.001969702161710891,0.001969702161710891,0.0
2024-12-02,-0.005194704585781521,-0.0001074311493839122,-0.0001074311493839122,0.0
2024-12-03,-0.001345886157844521,-0.0013468971371853999,-0.0001794892304422936,-0.0001794892304422936
2024-12-04,0.012210633506631404,-0.00010897969611542156,0.012102009466875492,0.016556126326990078
2024-12-05,-0.00010933535247492965,0.0,-0.005106275983332335,-0.00010933535247492965
2024-12-06,0.013192747485548106,0.013192747485548106,0.008977514583003375,0.0
2024-12-07,-0.00012611314754640865,-0.00012611314754640865,-0.00012611314754640865,0.0
2024-12-08,0.0019912927348269905,0.0,0.0037231557250778017,0.0
2024-12-09,-0.022995058407172732,0.0,-0.00012298037853271227,0.0
2024-12-10,-0.004966120373964176,-0.0049676975432234,-0.0049676975432234,-0.0049676975432234
2024-12-11,0.01658843418411949,0.01658843418411949,0.01658843418411949,0.01658843418411949
2024-12-12,-0.00013040273773805224,-0.00013040273773805224,0.00020773969082258132,0.004070760013927724
2024-12-13,0.004135623036684512,0.004135623036684512,-0.00013158845807601126,-0.00013158845807601126
2024-12-14,-0.0001253461632561359,-0.0001253461632561359,0.0,0.0
2024-12-15,0.008605889310125993,0.0,0.008605889310125993,0.0
2024-12-16,-0.00013179778434744324,0.0,-0.00013179778434744324,0.0
2024-12-17,0.0,0.0,0.0,0.0
2024-12-18,-0.02070873152131873,-0.022800925147774813,-0.022800925147774813,0.0
2024-12-19,-0.014084802497587057,-0.014216596100726517,-0.014216596100726517,-0.014216009070387493
2024-12-20,0.0027691841355802853,0.0027691841355802853,0.0027691841355802853,0.0027691841355802853
2024-12-21,-0.0017997792768253557,-0.00011935539670586805,-0.006890815736135094,-0.006890815736135094
2024-12-22,-0.006254265536526275,-0.005519894453864172,-0.006129323923163311,-0.006129323923163311
2024-12-23,0.00604116761484279,0.0059175174827577805,0.00604116761484279,0.00604116761484279
2024-12-24,0.011966970352687657,-0.0001236501320850095,0.009206524985911312,0.011966970352687657
2024-12-25,-0.00012273436454402417,0.0,-0.00012273436454402417,-0.00012273436454402417
2024-12-26,-0.014329675728289266,0.0,0.0,0.0
2024-12-27,-0.002902944530261932,-0.002916783587145264,-0.002916783587145264,-0.0003234339675752014
2024-12-28,0.005080402637090343,0.0032510220861774646,0.005080402637090343,0.004950141346055228
2024-12-29,-0.0001302612910351149,-0.0001302612910351149,-0.005010373683340834,-0.005565838235458476
2024-12-30,-0.0016165979898407254,-0.00345624092484669,-0.00345624092484669,-0.003326654036011032
2024-12-31,0.0001489524749455558,0.002661950790265334,0.002661950790265334,0.002661950790265334
2025-01-01,0.001996207792487055,-0.00012967622439372865,0.0026808078397213622,0.0034939356719738187
2025-01-02,-0.00013025044408151808,0.0,0.009026155912288884,-0.00013025044408151808
2025-01-03,0.0,0.0,-0.0001302517719174484,0.0
2025-01-04,0.0,0.0,0.0,0.0
2025-01-05,0.0003532082992327457,0.0,0.0,0.0
2025-01-06,0.00893890621798136,0.0,0.013283775400619409,0.0
2025-01-07,-0.00013855251001048115,0.0,-0.00013855251001048115,0.0
2025-01-08,-0.006873014226565833,-0.006873014226565833,-0.006873014226565833,-0.006873014226565833
2025-01-09,-0.009772552484070801,-0.009772552484070801,-0.009772552484070801,-0.009772552484070801
2025-01-10,0.006661714615861745,0.006661714615861745,0.006661714615861745,0.006661714615861745
2025-01-11,-0.00014118921643055233,-0.00014118921643055233,0.0005977054122973543,0.0005977054122973543
2025-01-12,-0.00041644315907270006,0.0,-0.0010348761914345875,-0.00013880999385499138
2025-01-13,-0.007043306425445853,0.0,-0.000137592560479753,0.0
2025-01-14,0.008635752626264204,0.00966587012960773,0.008498278538183636,0.00966587012960773
2025-01-15,-0.00014107221018855185,-0.00014107221018855185,0.024539162969767495,-0.00014107221018855185
2025-01-16,0.0,0.0,-0.00014126950599190462,0.0
2025-01-17,0.015563698462157155,0.017092778765047202,0.0,0.0
2025-01-18,-0.0001386047377277628,-0.0001386047377277628,0.0,0.0
2025-01-19,-0.010239389041846505,-0.009771284850061956,-0.009771284850061956,-0.009771284850061956
2025-01-20,0.005131262199585976,0.004995060080014607,0.004995060080014607,0.007216850978024728
2025-01-21,-0.00013627614490153352,-0.00013627614490153352,0.008485076563499396,0.008350563237669093
2025-01-22,0.0,0.0,-0.000134513325830303,-0.000134513325830303
2025-01-23,0.005116419657500891,0.005116419657500891,0.0,0.0
2025-01-24,0.0028499657281767267,-0.00013587978573513417,0.0,0.0
